Point,Corner,mc_iteration,Pass/Fail,Voltage_thres,gm_0,gm_1,ID_max,ID_Interpol,Gain_inter,Rout_0,Rout_1,Voh,Vol,Vih,Vil
584,nom,584,,1.27954038817115e+00,7.70093846103508e-05,9.61314024297607e-06,4.48353665163042e-06,4.47542995143281e-06,-9.21527757842090e+01,1.13511509857770e+06,1.96354393576150e+07,1.75523301258752e+00,3.90287979604248e-02,1.39207326121526e+00,1.25445636934727e+00
585,nom,585,,1.28382440057562e+00,8.45167603592279e-05,1.03394051458575e-05,4.98208738445153e-06,4.97276848109870e-06,-8.64484707763369e+01,9.70000220416377e+05,1.75169394031006e+07,1.75420712385864e+00,3.92134009573916e-02,1.39875463007624e+00,1.25801259986759e+00
586,nom,586,,1.24919038655585e+00,6.71881089381207e-05,9.00357556671932e-06,3.98440356550302e-06,3.97671198173219e-06,-9.55097630436255e+01,1.34162551389514e+06,2.17774355205453e+07,1.75581105610454e+00,3.94777178356049e-02,1.36042794106448e+00,1.22417805892931e+00
587,nom,587,,1.26637085471720e+00,8.15431613211657e-05,1.02638989955312e-05,4.88680439758299e-06,4.87880084401021e-06,-9.00657549887506e+01,1.04844444548922e+06,1.75146306114046e+07,1.75391397123186e+00,3.94088803519980e-02,1.38137351396113e+00,1.24060192590151e+00
588,nom,588,,1.27199924040167e+00,7.88086623896035e-05,9.97099181305032e-06,4.65766762306850e-06,4.64901569178731e-06,-9.04533414521623e+01,1.08700778277149e+06,1.88019094341621e+07,1.75471104311063e+00,3.92861067624257e-02,1.38541147187564e+00,1.24649205051126e+00
589,nom,589,,1.27349675847146e+00,8.82785510063060e-05,1.08889699416313e-05,5.31383013957250e-06,5.30493683533661e-06,-8.63840880810999e+01,9.29114756407619e+05,1.60943398217230e+07,1.75321719410991e+00,3.94341745748573e-02,1.38993834438042e+00,1.24726713307638e+00
590,nom,590,,1.29092244860082e+00,8.19625317371063e-05,9.93729901085343e-06,4.76316640295342e-06,4.75381840435624e-06,-8.66123748352067e+01,1.00204174378229e+06,1.84760384652865e+07,1.75483604060108e+00,3.90503752016842e-02,1.40501974203433e+00,1.26541895300105e+00
591,nom,591,,1.25843661572890e+00,7.47378553916937e-05,9.66081083773929e-06,4.46340622131530e-06,4.45557264881122e-06,-9.20546186453426e+01,1.16635544533729e+06,1.92500492112460e+07,1.75472696919873e+00,3.94855822436707e-02,1.37198763881702e+00,1.23295586621237e+00
592,nom,592,,1.27575430065632e+00,7.48739541458498e-05,9.39307400701634e-06,4.36958034053591e-06,4.36191338065551e-06,-9.25608893397594e+01,1.17310612722285e+06,1.99649534390123e+07,1.75534192751516e+00,3.91394610378754e-02,1.38832497078157e+00,1.25066965592057e+00
593,nom,593,,1.27496694187661e+00,8.34560252600549e-05,1.03868261310884e-05,4.96007663641145e-06,4.95142223719075e-06,-8.89394646226891e+01,1.01104702667282e+06,1.75106529903241e+07,1.75405528924701e+00,3.92863595946722e-02,1.38964907590243e+00,1.24920851415818e+00
594,nom,594,,1.28805390802404e+00,8.94714700595382e-05,1.08517870800703e-05,5.27630500785998e-06,5.26583907617559e-06,-8.47862046098722e+01,8.97873742184446e+05,1.66967043035960e+07,1.75380092827659e+00,3.90790854131480e-02,1.40350165676026e+00,1.26210894726418e+00
595,nom,595,,1.26106002372468e+00,7.96889336704969e-05,1.01701784892912e-05,4.79806520639067e-06,4.78973725281937e-06,-8.93125086644408e+01,1.06185717898907e+06,1.78138029804204e+07,1.75401535442896e+00,3.95719001732276e-02,1.37604023597600e+00,1.23516020231530e+00
596,nom,596,,1.28006663529272e+00,8.16018524274693e-05,1.00865570530345e-05,4.79588824615593e-06,4.78728863155085e-06,-8.95446645549675e+01,1.04118803762162e+06,1.82261919058854e+07,1.75451453751467e+00,3.91155214948558e-02,1.39405196084966e+00,1.25459834606116e+00
597,nom,597,,1.24655415298764e+00,7.10732939764739e-05,9.48883107072484e-06,4.27497233294543e-06,4.26683650923808e-06,-9.27752180791688e+01,1.23193225491456e+06,2.01223947578479e+07,1.75500423122333e+00,3.96798227626903e-02,1.35941738688058e+00,1.22105501478699e+00
598,nom,598,,1.29962843070847e+00,8.52936361661101e-05,1.01640946100016e-05,4.92055374427817e-06,4.91025065107057e-06,-8.47955963306668e+01,9.42322841523353e+05,1.80653951620450e+07,1.75474837611038e+00,3.88472566514696e-02,1.41400709082223e+00,1.27413958484116e+00
599,nom,599,,1.27477497552290e+00,7.72269102281435e-05,9.59956026937579e-06,4.54629402548334e-06,4.53870180604603e-06,-9.05838589411314e+01,1.11427156950865e+06,1.89095150784118e+07,1.75480183682349e+00,3.92800187502451e-02,1.38871124839266e+00,1.24937358781305e+00
600,nom,600,,1.26573104655113e+00,7.65313756231285e-05,9.80233138457959e-06,4.53854917692529e-06,4.53026634863704e-06,-9.16609460181544e+01,1.13396672013972e+06,1.91867055937605e+07,1.75480753702660e+00,3.93468088064257e-02,1.37893021080804e+00,1.24030059399632e+00
601,nom,601,,1.27002197373130e+00,8.38349235514152e-05,1.03887845676576e-05,5.04797011345650e-06,5.03957822175537e-06,-8.59889963653781e+01,9.73813006286363e+05,1.67285420785392e+07,1.75355853472191e+00,3.96077206417396e-02,1.38651551533466e+00,1.24377326990968e+00
602,nom,602,,1.30210234478179e+00,9.28833111489261e-05,1.09512754794559e-05,5.41264445122888e-06,5.40079113179293e-06,-8.11196431537138e+01,8.27167188081854e+05,1.64265303690155e+07,1.75388454486806e+00,3.89244481246585e-02,1.41809243566049e+00,1.27607047906285e+00
603,nom,603,,1.27124694763355e+00,8.03098122761845e-05,1.00711069370645e-05,4.77459325245905e-06,4.76626184963972e-06,-8.93963036635048e+01,1.05577435629916e+06,1.80817271860612e+07,1.75431475161259e+00,3.93724498577687e-02,1.38571197242927e+00,1.24554904063043e+00
604,nom,604,,1.27799525896890e+00,7.88075525034049e-05,9.87133145013392e-06,4.61012040424673e-06,4.60167632513511e-06,-9.17782758460170e+01,1.10407537963635e+06,1.91425451236809e+07,1.75496174136925e+00,3.90531058771332e-02,1.39078441642170e+00,1.25278613219661e+00
605,nom,605,,1.28938581043304e+00,8.69102902803815e-05,1.04151223007841e-05,5.11375237681604e-06,5.10441169206855e-06,-8.46423409921505e+01,9.24820840618897e+05,1.69112556093892e+07,1.75394509077852e+00,3.91479189010910e-02,1.40529497664902e+00,1.26348703255128e+00
606,nom,606,,1.28565852119224e+00,8.18202777953971e-05,9.98063374834082e-06,4.78726898986606e-06,4.77845706046221e-06,-8.75799478835849e+01,1.01579191504794e+06,1.82221632445083e+07,1.75461265982674e+00,3.91293126837727e-02,1.40001552255268e+00,1.26010718152978e+00
607,nom,607,,1.24787373564303e+00,7.39418796217431e-05,9.81496009727084e-06,4.46671206872003e-06,4.45832222643789e-06,-9.19112674392801e+01,1.17358348041829e+06,1.92620817007458e+07,1.75459116748193e+00,3.96842481137390e-02,1.36137642112000e+00,1.22220390300377e+00
608,nom,608,,1.27213649476232e+00,7.30045849856591e-05,9.20947109171451e-06,4.26313084374770e-06,4.25589060154524e-06,-9.37910874139838e+01,1.21964573203671e+06,2.03458196146308e+07,1.75546383571289e+00,3.91491235106673e-02,1.38451287578018e+00,1.24716545908843e+00
609,nom,609,,1.27126928150725e+00,8.25218262792108e-05,1.03532974347176e-05,4.91598029196805e-06,4.90750620473372e-06,-8.99591607692767e+01,1.03408494051423e+06,1.76479778650677e+07,1.75406832339194e+00,3.93019088590988e-02,1.38575849123246e+00,1.24556825962239e+00
610,nom,610,,1.28785667814108e+00,8.66346776457004e-05,1.05156090497106e-05,5.09201323064724e-06,5.08212449607087e-06,-8.55572921997534e+01,9.36221961156535e+05,1.72392578748164e+07,1.75410873134249e+00,3.91009110259570e-02,1.40294649605148e+00,1.26204374799038e+00
611,nom,611,,1.26245893551725e+00,7.82543205903001e-05,9.95801646605353e-06,4.69353608500277e-06,4.68541593333547e-06,-8.94243419741265e+01,1.08304055410653e+06,1.81820579910445e+07,1.75423953325080e+00,3.95598037844811e-02,1.37724316791737e+00,1.23664481492431e+00
612,nom,612,,1.27920993704820e+00,7.95759602442167e-05,9.83400139370811e-06,4.67821583146579e-06,4.67004118413949e-06,-8.93020150668498e+01,1.06540793241089e+06,1.85354608509442e+07,1.75468310696406e+00,3.92485597817660e-02,1.39326744682297e+00,1.25369020954223e+00
613,nom,613,,1.31158827254658e+00,9.11014636400955e-05,1.05821885233774e-05,5.22690389431521e-06,5.21484869477200e-06,-8.06612140447787e+01,8.38669879969009e+05,1.71652735344117e+07,1.75446604753985e+00,3.87417593859995e-02,1.42696844597698e+00,1.28584285611770e+00
614,nom,614,,1.28874803089272e+00,8.36988842311652e-05,1.01671943589505e-05,4.89036515728365e-06,4.88091523196040e-06,-8.64960515449914e+01,9.79953365823014e+05,1.79608737092290e+07,1.75452193509861e+00,3.90734845339648e-02,1.40322960732741e+00,1.26313267317809e+00
615,nom,615,,1.25865063155653e+00,7.66753652220102e-05,9.87341329216741e-06,4.59607752654403e-06,4.58818108500271e-06,-9.15418565402578e+01,1.13107495028787e+06,1.86519759378372e+07,1.75441774010977e+00,3.94976594011091e-02,1.37270873212903e+00,1.23305060601851e+00
616,nom,616,,1.27229928255641e+00,7.69991382138053e-05,9.74796942714264e-06,4.53263380839000e-06,4.52426949336482e-06,-9.12335234442755e+01,1.12244252143646e+06,1.93143354681604e+07,1.75497584493753e+00,3.92512756185467e-02,1.38530686212290e+00,1.24694166458083e+00
617,nom,617,,1.27531323417974e+00,8.55062485741937e-05,1.05572935655860e-05,5.10585615552178e-06,5.09719531650706e-06,-8.76105345851980e+01,9.72820377122526e+05,1.68512829784227e+07,1.75368708207082e+00,3.93422040604648e-02,1.39090456919099e+00,1.24935721934380e+00
618,nom,618,,1.25987994513512e+00,7.02408820865607e-05,9.17682459463223e-06,4.12952688525633e-06,4.12213253095414e-06,-9.63153083201312e+01,1.29806285371732e+06,2.11348738598171e+07,1.75564940650570e+00,3.92088906458415e-02,1.37122807288253e+00,1.23502776336609e+00
619,nom,619,,1.27422202993790e+00,8.11035994191411e-05,1.01321421810985e-05,4.80484029270741e-06,4.79642161390995e-06,-8.97248116054861e+01,1.04946303750223e+06,1.80802359777985e+07,1.75435626483720e+00,3.92831226296526e-02,1.38843457445764e+00,1.24860016219851e+00
620,nom,620,,1.27885927173381e+00,7.92541665780397e-05,9.86518869231634e-06,4.64346129002896e-06,4.63509605655563e-06,-9.07699957716149e+01,1.08643613784429e+06,1.88815469661274e+07,1.75484484342194e+00,3.91140218091325e-02,1.39215947573790e+00,1.25353967710950e+00
621,nom,621,,1.28742747111695e+00,8.78586938940320e-05,1.06414295671708e-05,5.19072308461680e-06,5.18063592707585e-06,-8.40293181511511e+01,9.06637843015470e+05,1.68128517696238e+07,1.75387559053452e+00,3.92384347486330e-02,1.40318656780907e+00,1.26134835262878e+00
622,nom,622,,1.28365239594688e+00,8.28492328836344e-05,1.01144628847415e-05,4.86922639975036e-06,4.86048500941335e-06,-8.75639650830182e+01,1.00332021629026e+06,1.78400609907149e+07,1.75437077728156e+00,3.91621407614762e-02,1.39837187431018e+00,1.25801746000620e+00
623,nom,623,,1.24230325732110e+00,7.54866735070062e-05,1.00649613394524e-05,4.61201670461018e-06,4.60360692995424e-06,-9.10642976385229e+01,1.13900206635008e+06,1.84624377572129e+07,1.75409471972603e+00,3.98392027854569e-02,1.35676452861601e+00,1.21636934501038e+00
624,nom,624,,1.26017294881360e+00,7.43360936107271e-05,9.65435729525425e-06,4.41660450055330e-06,4.40851149370826e-06,-9.29910186674515e+01,1.18346897161116e+06,1.96990959532978e+07,1.75497875936615e+00,3.93800183204403e-02,1.37290879936193e+00,1.23484814290788e+00
625,nom,625,,1.26952136608034e+00,8.25075594748912e-05,1.02761742456127e-05,4.94725601691342e-06,4.93908805460841e-06,-8.79469724403300e+01,1.01211760358407e+06,1.71893621602590e+07,1.75379807572767e+00,3.94919422901255e-02,1.38522193130462e+00,1.24354327918829e+00
626,nom,626,,1.29813811028450e+00,8.72466306760818e-05,1.03568601213479e-05,5.06826718026603e-06,5.05800450066314e-06,-8.37724250220489e+01,9.10680652723566e+05,1.73722438893117e+07,1.75434655397264e+00,3.89453783952326e-02,1.41339160252613e+00,1.27242363424956e+00
627,nom,627,,1.25588625846232e+00,7.99804687118826e-05,1.04293213456660e-05,4.82434820660291e-06,4.81565661346880e-06,-9.20647611042829e+01,1.08861716161061e+06,1.80342743487777e+07,1.75404503928667e+00,3.94529724132172e-02,1.36976565291669e+00,1.23019188840293e+00
628,nom,628,,1.29079180519551e+00,7.99371934047172e-05,9.75341206605880e-06,4.62066238206742e-06,4.61143746170234e-06,-8.81142342252392e+01,1.04477821949861e+06,1.91839283086491e+07,1.75519502733421e+00,3.89629695376534e-02,1.40401457336996e+00,1.26552029913851e+00
629,nom,629,,1.30451768121546e+00,9.53547614459664e-05,1.10318110544800e-05,5.57957213317288e-06,5.56817454786106e-06,-7.92484718408764e+01,7.88723486595583e+05,1.56146248765380e+07,1.75343269868257e+00,3.89940822403366e-02,1.42197691838127e+00,1.27824825501420e+00
630,nom,630,,1.28175463479972e+00,8.48387273073630e-05,1.05046679792154e-05,4.99904540800731e-06,4.98931018729004e-06,-8.78376930303177e+01,9.80545948545466e+05,1.76927264158154e+07,1.75426700008067e+00,3.91175279125279e-02,1.39593814654449e+00,1.25607211326056e+00
631,nom,631,,1.26013903189920e+00,7.68663694545517e-05,9.88763780412670e-06,4.60355964098650e-06,4.59536008742957e-06,-9.06465859476459e+01,1.11651986451673e+06,1.86728160257325e+07,1.75446112901921e+00,3.95239406757528e-02,1.37421781238798e+00,1.23446734871970e+00
632,nom,632,,1.26775569380865e+00,7.60632770065040e-05,9.69635560110759e-06,4.48766216047819e-06,4.47985118126626e-06,-9.33724148697053e+01,1.16382348312970e+06,1.94252765681155e+07,1.75494260705371e+00,3.92078056801178e-02,1.38054574784403e+00,1.24255486246530e+00
633,nom,633,,1.27524119653656e+00,8.34981129068623e-05,1.03714051231289e-05,4.96603125050656e-06,4.95737804054165e-06,-8.84541957426061e+01,1.00517006383199e+06,1.74412957807540e+07,1.75402583291110e+00,3.93244783660953e-02,1.39011969298692e+00,1.24942287741609e+00
634,nom,634,,1.29699753772640e+00,8.92355292292574e-05,1.05562670359986e-05,5.22056680259463e-06,5.21022522699244e-06,-8.23691738949571e+01,8.75765927078140e+05,1.67134036123500e+07,1.75396344016868e+00,3.90729664403277e-02,1.41315257610900e+00,1.27100362920163e+00
635,nom,635,,1.29247227439477e+00,7.93934770209454e-05,9.74527613126454e-06,4.55894951268635e-06,4.54931315341609e-06,-8.92175713644107e+01,1.06379970589350e+06,1.97316754136640e+07,1.75549384460519e+00,3.87996415431981e-02,1.40473702126985e+00,1.26742203705697e+00
636,nom,636,,1.27459063267651e+00,7.79350872341285e-05,9.72377054047852e-06,4.58545073492211e-06,4.57777441652112e-06,-9.16139044986448e+01,1.11645972923955e+06,1.88820634724561e+07,1.75477408144770e+00,3.91978454713972e-02,1.38816873620293e+00,1.24927449743745e+00
637,nom,637,,1.28012623604273e+00,8.54042982851548e-05,1.04413073867832e-05,5.07791846461176e-06,5.06901328359672e-06,-8.59404480305265e+01,9.55296441448321e+05,1.69396306496142e+07,1.75382930910808e+00,3.93622341114361e-02,1.39591769905701e+00,1.25409166448838e+00
638,nom,638,,1.28375077683873e+00,8.16623972913108e-05,1.00933285880244e-05,4.77066909425206e-06,4.76146510196672e-06,-8.91659283693485e+01,1.03468252819505e+06,1.85538988498460e+07,1.75475258063205e+00,3.90239545392568e-02,1.39720126032138e+00,1.25835967164093e+00
639,nom,639,,1.25534781142983e+00,7.18864445906314e-05,9.39756052899728e-06,4.28337423810600e-06,4.27560007265574e-06,-9.29296487388618e+01,1.22281646756378e+06,2.00978373874368e+07,1.75510876652439e+00,3.95078756641566e-02,1.36820469055868e+00,1.23000400741326e+00
640,nom,640,,1.25496365565944e+00,7.21317546259755e-05,9.51479696389138e-06,4.29385463571254e-06,4.28562733454382e-06,-9.34513310234489e+01,1.22363714057252e+06,2.02877597790414e+07,1.75519964104121e+00,3.94588910700946e-02,1.36722869457750e+00,1.22966753986117e+00
641,nom,641,,1.26629238982425e+00,8.13850870496712e-05,1.02311963766674e-05,4.89216261570333e-06,4.88376837954919e-06,-8.76951588908535e+01,1.02187841199829e+06,1.73991003727400e+07,1.75387447411865e+00,3.95755052443009e-02,1.38188234000777e+00,1.24025385281574e+00
642,nom,642,,1.29329534633990e+00,8.61848029123270e-05,1.03176230228560e-05,5.02519722774630e-06,5.01550564625221e-06,-8.53276147977320e+01,9.39456208814477e+05,1.74453002154770e+07,1.75429880471628e+00,3.89674328210528e-02,1.40837546710963e+00,1.26765011750682e+00
643,nom,643,,1.26537537644282e+00,7.78645386400251e-05,9.92578039916835e-06,4.63907360308127e-06,4.63076592386473e-06,-9.04477872720800e+01,1.10026175625650e+06,1.86379835486077e+07,1.75452111790676e+00,3.94280668664678e-02,1.37931183246287e+00,1.23975655774331e+00
644,nom,644,,1.28115412563528e+00,8.01811487228824e-05,9.96728526380328e-06,4.68250789069942e-06,4.67375195122986e-06,-9.07651876864659e+01,1.07312679660578e+06,1.88788591170783e+07,1.75487235606518e+00,3.89979164482568e-02,1.39421341225770e+00,1.25590654144840e+00
645,nom,645,,1.28926323971737e+00,8.96536789837526e-05,1.08497800114371e-05,5.29044947216437e-06,5.27974981061911e-06,-8.36264108532663e+01,8.83531785020444e+05,1.66350255272507e+07,1.75379981879699e+00,3.91586010613875e-02,1.40495432055172e+00,1.26317893646212e+00
646,nom,646,,1.28887279351838e+00,8.31999154089508e-05,1.00653362474866e-05,4.86061745958564e-06,4.85151411706085e-06,-8.65190974595908e+01,9.86905078571831e+05,1.79551329681266e+07,1.75451828622898e+00,3.90875894701362e-02,1.40356005832844e+00,1.26327075123143e+00
647,nom,647,,1.25352933122166e+00,7.60026263736763e-05,9.94526411060755e-06,4.57762837195550e-06,4.56924916305966e-06,-9.13616757835076e+01,1.13637386949367e+06,1.88160667409608e+07,1.75443867781298e+00,3.95976275537639e-02,1.36735331189318e+00,1.22783803093152e+00
648,nom,648,,1.27299013712441e+00,7.63775249451751e-05,9.68748368533560e-06,4.48496199446883e-06,4.47649566722535e-06,-9.14148896983629e+01,1.13330528504730e+06,1.95977223524337e+07,1.75513179779420e+00,3.92285130318111e-02,1.38567290146209e+00,1.24768881305124e+00
649,nom,649,,1.27675357987619e+00,8.48699523572659e-05,1.04757813377940e-05,5.05091688815704e-06,5.04218142497410e-06,-8.77249746720017e+01,9.81093422893041e+05,1.71051728501846e+07,1.75385556530119e+00,3.93038030756267e-02,1.39204334700300e+00,1.25087168038294e+00
650,nom,650,,1.30329912156766e+00,9.68846266477092e-05,1.12734842794249e-05,5.68155749483074e-06,5.66960003090350e-06,-7.92686904948958e+01,7.75754331578491e+05,1.54479864680382e+07,1.75330943665297e+00,3.89760108049482e-02,1.42064071818486e+00,1.27697836864151e+00
651,nom,651,,1.29524982600836e+00,8.02507523688071e-05,9.67733847472217e-06,4.61287382027589e-06,4.60366954281035e-06,-8.77120394835799e+01,1.03663945891602e+06,1.92061301259636e+07,1.75526595914886e+00,3.88479198457618e-02,1.40858415864063e+00,1.27007898825322e+00
652,nom,652,,1.27282139683626e+00,7.91215613911245e-05,9.93917540494337e-06,4.67197773484092e-06,4.66389649840408e-06,-9.14008288660575e+01,1.09596793785475e+06,1.86345708722597e+07,1.75462013157697e+00,3.92181452093940e-02,1.38639515086070e+00,1.24741485509390e+00
653,nom,653,,1.27895114622907e+00,8.73518135676511e-05,1.07128014840551e-05,5.21444248581846e-06,5.20512368666261e-06,-8.55695040784626e+01,9.29377761264829e+05,1.65486645696148e+07,1.75358225880921e+00,3.93701033763044e-02,1.39495332496144e+00,1.25280190273322e+00
654,nom,654,,1.28848625521297e+00,8.23933096960454e-05,1.00462146748480e-05,4.79803777694874e-06,4.78871948461007e-06,-8.76058504182786e+01,1.00812528398546e+06,1.83808586437407e+07,1.75473668801112e+00,3.90075482353921e-02,1.40241996219082e+00,1.26303667170987e+00
655,nom,655,,1.26617792427147e+00,7.37243872468788e-05,9.35588651500373e-06,4.35902584129416e-06,4.35150022468798e-06,-9.13146175754399e+01,1.17464638135276e+06,1.96509779899595e+07,1.75505273315219e+00,3.94187615197855e-02,1.37969870799281e+00,1.24080275072805e+00
