Point,Corner,mc_iteration,Pass/Fail,Voltage_thres,gm_0,gm_1,ID_max,ID_Interpol,Gain_inter,Rout_0,Rout_1,Voh,Vol,Vih,Vil
486,nom,486,,1.28878129741854e+00,8.35481005354677e-05,1.00906289452485e-05,4.88629835939663e-06,4.87724997517178e-06,-8.63168303744599e+01,9.80719541111736e+05,1.78160603691188e+07,1.75444070242375e+00,3.91014802518381e-02,1.40366390239687e+00,1.26314229510311e+00
487,nom,487,,1.25268644727363e+00,7.64165879170826e-05,9.99383032875988e-06,4.61353448795306e-06,4.60517169119442e-06,-9.10525873800423e+01,1.12658787685316e+06,1.86085892996089e+07,1.75431765209962e+00,3.96330496160574e-02,1.36679001894115e+00,1.22692784960080e+00
488,nom,488,,1.27762406370775e+00,7.68681042997708e-05,9.60543282726995e-06,4.49198624977097e-06,4.48403578701782e-06,-9.18409669239177e+01,1.13370883097593e+06,1.94816582328534e+07,1.75513312824655e+00,3.91284466146282e-02,1.39046801446234e+00,1.25243702342473e+00
489,nom,489,,1.27649355896976e+00,8.52782463165434e-05,1.05827282759003e-05,5.07402255096594e-06,5.06489555092773e-06,-8.78698111462501e+01,9.77038329909208e+05,1.71662992501282e+07,1.75388897612418e+00,3.92797000664223e-02,1.39146577267102e+00,1.25062011730181e+00
490,nom,490,,1.25456946080807e+00,6.81578528259416e-05,8.99729076809227e-06,4.03139651991350e-06,4.02366033293714e-06,-9.38324094918129e+01,1.30052093926125e+06,2.14601883042134e+07,1.75575099108760e+00,3.94895218986702e-02,1.36633758777640e+00,1.22944822404328e+00
491,nom,491,,1.26378234685677e+00,8.12550720802881e-05,1.02538483910667e-05,4.89342746688337e-06,4.88531486561413e-06,-8.87938611315870e+01,1.03677135427405e+06,1.73636823592600e+07,1.75380342873720e+00,3.95496999119294e-02,1.37929823857070e+00,1.23782299092719e+00
492,nom,492,,1.27207133335707e+00,7.91429690636558e-05,1.00470027663948e-05,4.67249456471936e-06,4.66371241766763e-06,-9.11232827202482e+01,1.09004285286199e+06,1.88593465503373e+07,1.75474092539949e+00,3.92273477565964e-02,1.38514043629629e+00,1.24663310797482e+00
493,nom,493,,1.28587174059453e+00,8.77657148641119e-05,1.05932646480342e-05,5.20005963047629e-06,5.19055289706841e-06,-8.42411158750070e+01,9.11029259191287e+05,1.65972145726817e+07,1.75371925260360e+00,3.92737527691755e-02,1.40207349509488e+00,1.25977170333837e+00
494,nom,494,,1.29271359597545e+00,8.24794050568316e-05,1.00021720499245e-05,4.77615023827537e-06,4.76646490724868e-06,-8.69243004631618e+01,9.98761293138671e+05,1.85824114685585e+07,1.75491355813088e+00,3.89358005649875e-02,1.40644925374346e+00,1.26731648703098e+00
495,nom,495,,1.25863111725320e+00,7.52075277565141e-05,9.74377383768551e-06,4.48751380393888e-06,4.47962345307578e-06,-9.28429016423127e+01,1.16884272835198e+06,1.92518425028016e+07,1.75472400935050e+00,3.94181759140406e-02,1.37189219658121e+00,1.23322433115088e+00
496,nom,496,,1.27105038253539e+00,7.39911076025135e-05,9.40698664571881e-06,4.32728020174710e-06,4.31966635973700e-06,-9.42086960396287e+01,1.20737422613487e+06,2.02301526529621e+07,1.75539064830730e+00,3.91152360944029e-02,1.38312080375907e+00,1.24607124087369e+00
497,nom,497,,1.27766102438972e+00,8.22037656174532e-05,1.01879610516144e-05,4.86100024927000e-06,4.85237840372215e-06,-8.87462988209960e+01,1.02430559161193e+06,1.78848129307840e+07,1.75430735767681e+00,3.92606322981008e-02,1.39211231049628e+00,1.25198300466992e+00
498,nom,498,,1.29025911770150e+00,8.70826169646027e-05,1.05355689318476e-05,5.10610209662696e-06,5.09590210546936e-06,-8.49428503761708e+01,9.24382056849987e+05,1.72563020435604e+07,1.75416074944177e+00,3.90724114617572e-02,1.40532490421074e+00,1.26443689888946e+00
499,nom,499,,1.26672997141178e+00,7.83458563625985e-05,9.90239279833078e-06,4.67404090697796e-06,4.66584980522430e-06,-8.92336335144979e+01,1.07970310576664e+06,1.83405604032843e+07,1.75439129257872e+00,3.94922990605458e-02,1.38129501506471e+00,1.24098067449047e+00
500,nom,500,,1.27921368430358e+00,8.02195024798958e-05,9.90896306836923e-06,4.71802493684128e-06,4.70979502361003e-06,-8.94138691118267e+01,1.05820207609600e+06,1.83952411799557e+07,1.75460211863779e+00,3.92123502083276e-02,1.39332259891366e+00,1.25370624081716e+00
501,nom,501,,1.28163456046628e+00,9.38288389583629e-05,1.13410913311327e-05,5.64755471268918e-06,5.63740510610227e-06,-8.23509400981884e+01,8.32784761584420e+05,1.51619337777329e+07,1.75278061341841e+00,3.94084613203910e-02,1.39930744629344e+00,1.25503068301373e+00
502,nom,502,,1.28616752050165e+00,8.48419779357434e-05,1.03597616172315e-05,4.97356457181296e-06,4.96406866209208e-06,-8.73006179525535e+01,9.75607891869501e+05,1.76961368030293e+07,1.75432472949140e+00,3.90311181122442e-02,1.40062685674352e+00,1.26056738180009e+00
503,nom,503,,1.26601021983111e+00,7.68122327831717e-05,9.69504269007282e-06,4.56818636959566e-06,4.56070464844923e-06,-9.11754917923657e+01,1.12691046391647e+06,1.86816547633808e+07,1.75454345924837e+00,3.94023182906586e-02,1.38024161966787e+00,1.24050581063216e+00
504,nom,504,,1.26206138979768e+00,7.57521792308750e-05,9.79901105046927e-06,4.50066902210283e-06,4.49242244599273e-06,-9.27525992307129e+01,1.15862148253048e+06,1.93826876072260e+07,1.75484732262854e+00,3.93441522253957e-02,1.37492949219060e+00,1.23670144751469e+00
505,nom,505,,1.27137565620677e+00,8.34247644035298e-05,1.03668545528378e-05,4.99510848627118e-06,4.98679487795801e-06,-8.79361844709103e+01,1.00081656069576e+06,1.71012893485778e+07,1.75377416855767e+00,3.94440540051870e-02,1.38698837461893e+00,1.24540968585937e+00
506,nom,506,,1.30260317286269e+00,8.85456789648972e-05,1.04667072833912e-05,5.12721533507885e-06,5.11603912893715e-06,-8.21475885729503e+01,8.78891127322327e+05,1.73340432523655e+07,1.75441494542947e+00,3.89362525108288e-02,1.41786460867266e+00,1.27678616825127e+00
507,nom,507,,1.26892290093829e+00,7.97930932224391e-05,1.00741863323342e-05,4.74768712515992e-06,4.73939730463848e-06,-9.03132879018781e+01,1.07315521729294e+06,1.82267878124529e+07,1.75435124348745e+00,3.93539356045277e-02,1.38309604181737e+00,1.24329766737551e+00
508,nom,508,,1.27367961256480e+00,7.76250671298791e-05,9.78042939187922e-06,4.56456070992301e-06,4.55637200281884e-06,-9.16484315814867e+01,1.11938483707701e+06,1.91665882088659e+07,1.75491435151720e+00,3.91966028841478e-02,1.38673960318800e+00,1.24837055695483e+00
509,nom,509,,1.27486437244170e+00,8.66426731212979e-05,1.06843642239425e-05,5.17974282229895e-06,5.17112799764576e-06,-8.79906426116892e+01,9.64552664375916e+05,1.66006277085846e+07,1.75351876540608e+00,3.92771052278613e-02,1.39059921688107e+00,1.24894173060432e+00
510,nom,510,,1.27529911440845e+00,8.16874922473698e-05,1.01665273797229e-05,4.83553797956868e-06,4.82721526040709e-06,-8.99404399253650e+01,1.04505143039538e+06,1.79555669772570e+07,1.75429906280333e+00,3.92354206081595e-02,1.38957679060656e+00,1.24971277502781e+00
511,nom,511,,1.27036070956400e+00,7.08667412266563e-05,9.13020469388229e-06,4.11911143544057e-06,4.11116419869523e-06,-9.46507944320689e+01,1.26369895104024e+06,2.14674309428263e+07,1.75597800312008e+00,3.91105777636730e-02,1.38131231466905e+00,1.24553585798440e+00
512,nom,512,,1.25699050525953e+00,7.16778454665987e-05,9.42465500969991e-06,4.24786998835246e-06,4.23987140020698e-06,-9.43860055553066e+01,1.24450829535945e+06,2.05516679349186e+07,1.75534845089401e+00,3.93656400188529e-02,1.36890884666258e+00,1.23184524589976e+00
513,nom,513,,1.27307143891654e+00,8.14017580990397e-05,1.01222232826059e-05,4.84147722105865e-06,4.83332753435305e-06,-8.89720018183961e+01,1.03776815203449e+06,1.77393231523259e+07,1.75415473774359e+00,3.93647728048534e-02,1.38796646917621e+00,1.24732427547342e+00
514,nom,514,,1.28263298774565e+00,8.56442489438193e-05,1.05221479841404e-05,5.05949470676586e-06,5.04988125122692e-06,-8.66030446966733e+01,9.58394079828377e+05,1.73250407610910e+07,1.75407892121236e+00,3.91944155863803e-02,1.39752035145390e+00,1.25679266098990e+00
515,nom,515,,1.28918197240055e+00,7.67711003780450e-05,9.40756929264686e-06,4.42105582910453e-06,4.41251963944240e-06,-8.97742950652539e+01,1.10906746666594e+06,1.99841792211970e+07,1.75556506774352e+00,3.89574001250004e-02,1.40179244683792e+00,1.26411952621879e+00
516,nom,516,,1.27752770643985e+00,7.92611804995216e-05,9.86614041717318e-06,4.65983983075367e-06,4.65158019604215e-06,-9.01877248320323e+01,1.07962100502115e+06,1.87079753209920e+07,1.75474302135395e+00,3.92149300472859e-02,1.39118108939067e+00,1.25208399528043e+00
517,nom,517,,1.28293498310012e+00,8.95771229768487e-05,1.07910646224201e-05,5.34481909918144e-06,5.33567658886164e-06,-8.42447861687114e+01,8.93625659889052e+05,1.59647856832693e+07,1.75328608317843e+00,3.93097492329590e-02,1.39988716836753e+00,1.25671666437926e+00
518,nom,518,,1.28708565920000e+00,8.37213867189179e-05,1.02067556351321e-05,4.89236399709656e-06,4.88306546733409e-06,-8.77000974263710e+01,9.93486493962113e+05,1.79836363819551e+07,1.75449299717600e+00,3.89976044176076e-02,1.40132582754817e+00,1.26158722701948e+00
519,nom,519,,1.25948328261043e+00,7.54359527171198e-05,9.78395589272180e-06,4.50267444322616e-06,4.49432211739963e-06,-9.15368120788359e+01,1.14762833131293e+06,1.92487755622623e+07,1.75475073571547e+00,3.94796716817776e-02,1.37281457512002e+00,1.23395154707090e+00
520,nom,520,,1.26646608906244e+00,7.70732632618767e-05,9.79963371075337e-06,4.57108955121648e-06,4.56326665415283e-06,-9.22300578900222e+01,1.13482681840941e+06,1.89284462605512e+07,1.75467285011931e+00,3.93027276594878e-02,1.37995598046829e+00,1.24108406247701e+00
521,nom,521,,1.26574280672893e+00,8.44943130839187e-05,1.06162839325196e-05,5.10919364948649e-06,5.10042264041617e-06,-8.68876296917791e+01,9.74990316916809e+05,1.66707893331465e+07,1.75344808293032e+00,3.95988119954483e-02,1.38189365247217e+00,1.23950323281847e+00
522,nom,522,,1.31075547153506e+00,9.30718000307653e-05,1.07479008585196e-05,5.37991226971607e-06,5.36786686194801e-06,-7.90258448024179e+01,8.04779610077762e+05,1.64730946854996e+07,1.75406504830363e+00,3.88952410730215e-02,1.42721603531545e+00,1.28469648354362e+00
523,nom,523,,1.26977285342887e+00,8.07263032345114e-05,1.01482948393675e-05,4.80881124022418e-06,4.80053602799584e-06,-8.98259921139044e+01,1.05544934381039e+06,1.79491174937716e+07,1.75421441147708e+00,3.93646039059773e-02,1.38426697051100e+00,1.24407885378970e+00
524,nom,524,,1.28362862678148e+00,7.84885521070373e-05,9.68422994778080e-06,4.56400242262282e-06,4.55560010232458e-06,-9.03743963824353e+01,1.09242077141533e+06,1.92568147082883e+07,1.75510799997999e+00,3.90201839898099e-02,1.39671887036011e+00,1.25843342697685e+00
525,nom,525,,1.28062322898623e+00,8.78660562765857e-05,1.07928110575497e-05,5.21899190781868e-06,5.20935476770118e-06,-8.65919238029900e+01,9.34364599506569e+05,1.67367454029555e+07,1.75369972711019e+00,3.91859151715316e-02,1.39600575719476e+00,1.25469197629194e+00
526,nom,526,,1.28097043978917e+00,8.25308800217004e-05,1.01825492153251e-05,4.85496759251144e-06,4.84610769002815e-06,-8.87458771834847e+01,1.01996618934064e+06,1.80216681033880e+07,1.75442367460803e+00,3.91353049216868e-02,1.39516711754566e+00,1.25541164944721e+00
527,nom,527,,1.24972516845422e+00,7.37722967429513e-05,9.79050167942379e-06,4.44586236778804e-06,4.43716617709554e-06,-9.12662453394560e+01,1.16713365241219e+06,1.94436074258237e+07,1.75472086798623e+00,3.96876524982272e-02,1.36304581117048e+00,1.22402960011070e+00
528,nom,528,,1.26798727517522e+00,7.45969527264466e-05,9.51460679603318e-06,4.39385434265154e-06,4.38599493853873e-06,-9.25966980097481e+01,1.17619669347726e+06,1.98047819906258e+07,1.75514664119096e+00,3.92714519639454e-02,1.38072147326224e+00,1.24276310358892e+00
529,nom,529,,1.26729861491068e+00,8.33193813676258e-05,1.05358799798541e-05,4.99893727292842e-06,4.99010067945023e-06,-8.91003027236999e+01,1.01330713986232e+06,1.73237571785853e+07,1.75383388316595e+00,3.94168768794376e-02,1.38218044469204e+00,1.24139843627144e+00
530,nom,530,,1.30275151722608e+00,8.79910875930424e-05,1.03886567583055e-05,5.08129137493265e-06,5.07045572805630e-06,-8.31469993888952e+01,8.95656524846985e+05,1.74908267003522e+07,1.75448947047619e+00,3.88404499963571e-02,1.41776680989635e+00,1.27710132641781e+00
531,nom,531,,1.27595674460662e+00,7.88783036613565e-05,9.78357024623735e-06,4.64989967018433e-06,4.64206192598732e-06,-9.00686767285350e+01,1.08458915912112e+06,1.85391740619196e+07,1.75462741347294e+00,3.92706417704429e-02,1.39009265268322e+00,1.25047133634849e+00
532,nom,532,,1.28736113559040e+00,7.99153847189003e-05,9.81548044783725e-06,4.64606466194420e-06,4.63689449686231e-06,-8.79474865770093e+01,1.04286838942942e+06,1.90141594621210e+07,1.75506679625641e+00,3.90964917972807e-02,1.40077560275923e+00,1.26193890973343e+00
533,nom,533,,1.24447700415450e+00,6.90524561703701e-05,9.27057580116246e-06,4.14308816515483e-06,4.13528866294632e-06,-9.41578096278641e+01,1.28701258765013e+06,2.07392976260544e+07,1.75526561222264e+00,3.96471857441491e-02,1.35681955412795e+00,1.21915967325264e+00
534,nom,534,,1.28685652190726e+00,8.47384308615081e-05,1.03078595341327e-05,4.97550268332452e-06,4.96601309914247e-06,-8.61067094236434e+01,9.63641011538904e+05,1.75876959287794e+07,1.75429087100514e+00,3.91417709607662e-02,1.40173100221640e+00,1.26110435244449e+00
535,nom,535,,1.25304684110473e+00,7.77156825495604e-05,1.00799542457304e-05,4.70776553383436e-06,4.69967974184906e-06,-9.04084507790527e+01,1.10137637056276e+06,1.80616981629438e+07,1.75402669024727e+00,3.96689701590191e-02,1.36789513266868e+00,1.22717184589876e+00
536,nom,536,,1.27624684779961e+00,7.57389583034771e-05,9.52925311987661e-06,4.42041699102363e-06,4.41241249964105e-06,-9.25020429941013e+01,1.15809775072569e+06,1.98725049222580e+07,1.75530679717077e+00,3.91142191112108e-02,1.38864343934737e+00,1.25114217604643e+00
537,nom,537,,1.28047277398081e+00,8.43228698885046e-05,1.02930582495859e-05,4.98970205762672e-06,4.98124087042288e-06,-8.77084778649074e+01,9.88300979698803e+05,1.72521902605704e+07,1.75398549351239e+00,3.92023724800816e-02,1.39581311668505e+00,1.25473213034695e+00
538,nom,538,,1.30440214614561e+00,9.02063961348229e-05,1.04993671259764e-05,5.23961352274911e-06,5.22888235037310e-06,-8.07655942992602e+01,8.49674088051268e+05,1.66828269391866e+07,1.75407178616066e+00,3.89908451399589e-02,1.42082264955632e+00,1.27841604708298e+00
539,nom,539,,1.26198152305618e+00,8.02697241025046e-05,1.02658443478376e-05,4.82760685198345e-06,4.81898658257936e-06,-8.93839174876503e+01,1.05430166471212e+06,1.78350153574564e+07,1.75404176387860e+00,3.95338476247019e-02,1.37670261302356e+00,1.23609528496697e+00
540,nom,540,,1.26660274445359e+00,7.83590157173327e-05,1.00219709467734e-05,4.65601555122804e-06,4.64743105523687e-06,-9.11730841224226e+01,1.10137208082056e+06,1.87649421138128e+07,1.75460464083712e+00,3.93384630623600e-02,1.38001327328525e+00,1.24107881973960e+00
541,nom,541,,1.31005126225703e+00,8.56118155376429e-05,9.99396690892386e-06,4.87997335252111e-06,4.86917955685701e-06,-8.28682579746748e+01,9.17646397393440e+05,1.83056595486708e+07,1.75505241439188e+00,3.87213045133743e-02,1.42450975858317e+00,1.28464431800845e+00
542,nom,542,,1.28602209700850e+00,8.17805378408079e-05,9.96723695109692e-06,4.77786149311060e-06,4.76910984878785e-06,-8.80287494408501e+01,1.02166343263086e+06,1.82759531527383e+07,1.75463822984703e+00,3.90707530198043e-02,1.40026312942698e+00,1.26055026049415e+00
543,nom,543,,1.24716662050523e+00,7.35106856199613e-05,9.78387005524662e-06,4.43456218062860e-06,4.42638821793233e-06,-9.31537629662581e+01,1.19674028746906e+06,1.94411696866105e+07,1.75466204393508e+00,3.96177401460635e-02,1.36032371931214e+00,1.22163237148919e+00
544,nom,544,,1.26382993685617e+00,7.30708038028250e-05,9.37254198904726e-06,4.32072737430327e-06,4.31300066685070e-06,-9.21605887729122e+01,1.19472562484072e+06,1.99675730485268e+07,1.75517122468959e+00,3.93984468736659e-02,1.37681095401249e+00,1.23852726679314e+00
545,nom,545,,1.29399512029925e+00,8.18594502494830e-05,9.93144183910946e-06,4.72185710574960e-06,4.71210877241358e-06,-8.73893413471992e+01,1.01143571817071e+06,1.88875244967927e+07,1.75508930094238e+00,3.88635982466978e-02,1.40733474204604e+00,1.26871588902464e+00
546,nom,546,,1.29123698395936e+00,8.70246765630847e-05,1.04817173591045e-05,5.09347368711760e-06,5.08350042589138e-06,-8.52250997866453e+01,9.28650652421581e+05,1.72578487497925e+07,1.75416640791265e+00,3.90144578954459e-02,1.40635008365003e+00,1.26549398206900e+00
547,nom,547,,1.26212779106922e+00,7.83649529058970e-05,1.00948034070278e-05,4.69102765095130e-06,4.68220219380495e-06,-8.99754088298386e+01,1.08577284721073e+06,1.85140484654499e+07,1.75441611610025e+00,3.95005497117794e-02,1.37605681326904e+00,1.23638080324682e+00
548,nom,548,,1.28452711401984e+00,8.03760744534669e-05,9.85447346297028e-06,4.68654156079472e-06,4.67800651841969e-06,-8.94063912922795e+01,1.05572442941520e+06,1.86866278552940e+07,1.75482477599832e+00,3.90235342569680e-02,1.39822252147085e+00,1.25921172345987e+00
549,nom,549,,1.29747848772907e+00,9.16837646652535e-05,1.08098693526725e-05,5.38477581443081e-06,5.37400285482040e-06,-8.11514448501387e+01,8.39637736996180e+05,1.61774436056766e+07,1.75366215493596e+00,3.91112795548866e-02,1.41422053935490e+00,1.27128717186571e+00
550,nom,550,,1.28380575012687e+00,8.40395087610909e-05,1.03186398475441e-05,4.94196167111529e-06,4.93257211262148e-06,-8.72329321075727e+01,9.83952644263573e+05,1.77649510988860e+07,1.75433829555620e+00,3.91454744219758e-02,1.39828251482719e+00,1.25811473380952e+00
551,nom,551,,1.25071286674475e+00,7.71479683567506e-05,1.00991343325583e-05,4.67415589420292e-06,4.66596581762119e-06,-9.14776212201007e+01,1.12171115046751e+06,1.83013270704377e+07,1.75411650196977e+00,3.96375968096197e-02,1.36506946910533e+00,1.22493426410895e+00
552,nom,552,,1.27468189556561e+00,7.73592647353061e-05,9.74914359639275e-06,4.53814786709507e-06,4.52992757218553e-06,-9.19619019358113e+01,1.12692916440672e+06,1.93450787149428e+07,1.75502056758435e+00,3.91573943296523e-02,1.38747688828041e+00,1.24943668852380e+00
553,nom,553,,1.28750511438508e+00,8.47010275550036e-05,1.01961829058262e-05,4.98428282388131e-06,4.97531989668136e-06,-8.51265240629741e+01,9.54566991061980e+05,1.72882719012741e+07,1.75414105925782e+00,3.92337792990978e-02,1.40318716997823e+00,1.26162805677466e+00
554,nom,554,,1.25189430002526e+00,7.07699197551758e-05,9.36917583258926e-06,4.21708863129003e-06,4.20927056645390e-06,-9.43951079000321e+01,1.26043915935063e+06,2.05308389507396e+07,1.75526387259852e+00,3.94744916326872e-02,1.36409425749319e+00,1.22668126823370e+00
555,nom,555,,1.26014058425333e+00,8.11676729281719e-05,1.03955476916871e-05,4.90852179253826e-06,4.89963543188421e-06,-8.80652533468772e+01,1.02672469320309e+06,1.74620052807679e+07,1.75381791142203e+00,3.96482353728725e-02,1.37543364393759e+00,1.23403304512705e+00
556,nom,556,,1.27175615237284e+00,7.97454951619387e-05,1.00877448341001e-05,4.71461286144682e-06,4.70613911408650e-06,-9.15195536261020e+01,1.08757985662820e+06,1.86063364669612e+07,1.75459352829994e+00,3.92086237803180e-02,1.38507668751657e+00,1.24632805537794e+00
557,nom,557,,1.28523100919737e+00,8.86457958293971e-05,1.06894946614225e-05,5.26268331231849e-06,5.25322080863052e-06,-8.42293615606270e+01,9.02088833185536e+05,1.63615789300883e+07,1.75356479990132e+00,3.92666696220705e-02,1.40166148737784e+00,1.25909998612226e+00
558,nom,558,,1.29848769571676e+00,8.25026042077427e-05,9.79618967784537e-06,4.75406776200776e-06,4.74478776683528e-06,-8.55397604173653e+01,9.84337472998198e+05,1.84500083526706e+07,1.75493217405611e+00,3.89052713190350e-02,1.41293724846802e+00,1.27309658411456e+00
559,nom,559,,1.26016301688306e+00,7.52837640181362e-05,9.74135585989826e-06,4.48605696014965e-06,4.47794483120183e-06,-9.21758860360769e+01,1.15872224135114e+06,1.93084479265453e+07,1.75478373913293e+00,3.94297544010434e-02,1.37339338195323e+00,1.23471634814898e+00
560,nom,560,,1.27802497855918e+00,7.34713410886816e-05,9.27378834244408e-06,4.25783969791666e-06,4.24977830009422e-06,-9.29432034391757e+01,1.19858063691175e+06,2.07626512091559e+07,1.75576978594131e+00,3.90697404991854e-02,1.38964020014237e+00,1.25308403989287e+00
561,nom,561,,1.27889208211409e+00,8.26974058220122e-05,1.02013939669190e-05,4.88579021432113e-06,4.87720631481872e-06,-8.85819512169080e+01,1.01669682083097e+06,1.77660516918122e+07,1.75425465669022e+00,3.92189608001264e-02,1.39350687517645e+00,1.25323307744259e+00
562,nom,562,,1.29860352679410e+00,8.73570830948581e-05,1.02997250382804e-05,5.08114458196292e-06,5.07124327936471e-06,-8.32694379814042e+01,9.04948925195162e+05,1.71664772920912e+07,1.75423898192162e+00,3.89877640888383e-02,1.41435746611120e+00,1.27282666629470e+00
563,nom,563,,1.26158485368523e+00,7.93420210668446e-05,1.01670253499188e-05,4.76129797043436e-06,4.75291600321680e-06,-9.04439302782598e+01,1.07955695596889e+06,1.81080089631788e+07,1.75417658147228e+00,3.94802954788122e-02,1.37594242507025e+00,1.23583966996078e+00
564,nom,564,,1.27795879710033e+00,8.06811641476228e-05,1.00146324415324e-05,4.75172302464026e-06,4.74334022512117e-06,-8.97714272482599e+01,1.05582595231142e+06,1.83378395935140e+07,1.75454987297353e+00,3.91986571041610e-02,1.39191976941539e+00,1.25245289355047e+00
565,nom,565,,1.29237930922655e+00,9.92119557255470e-05,1.17441643663575e-05,5.92926052383164e-06,5.91744774694246e-06,-7.93181687264823e+01,7.57849810490599e+05,1.46223249134794e+07,1.75260907277205e+00,3.92285236106698e-02,1.41059250201753e+00,1.26564262777326e+00
566,nom,566,,1.29243964276380e+00,8.47754281616671e-05,1.01921260505133e-05,4.93633720891393e-06,4.92678547294913e-06,-8.59421968853877e+01,9.61785827583352e+05,1.77878831879042e+07,1.75447632867180e+00,3.89763071336676e-02,1.40715702407898e+00,1.26686724915967e+00
567,nom,567,,1.26487214060517e+00,7.67216413119118e-05,9.80882976676852e-06,4.56421858834639e-06,4.55590885295895e-06,-9.06262169313386e+01,1.11845302209110e+06,1.89603355180862e+07,1.75468450873363e+00,3.94360208885853e-02,1.37855878756195e+00,1.23930208092895e+00
568,nom,568,,1.27198965967959e+00,7.59435356724522e-05,9.50298062089457e-06,4.46710199919332e-06,4.45987575947094e-06,-9.25597553260747e+01,1.15823660803171e+06,1.92558313763628e+07,1.75492073289685e+00,3.92122521717956e-02,1.38543367506796e+00,1.24678117257682e+00
569,nom,569,,1.27504633430527e+00,8.33405624422381e-05,1.03151366213043e-05,4.96581221572367e-06,4.95726582481522e-06,-8.75693562764835e+01,9.97343742462265e+05,1.73111218295502e+07,1.75395655217772e+00,3.93990514916908e-02,1.39037453052840e+00,1.24912078507479e+00
570,nom,570,,1.30518935689754e+00,8.96332139745367e-05,1.05130540452831e-05,5.17963459489237e-06,5.16837201229292e-06,-8.17308628223971e+01,8.64182424518342e+05,1.71480783930098e+07,1.75434605061389e+00,3.88688474448379e-02,1.42067746532502e+00,1.27939290817397e+00
571,nom,571,,1.26923032207786e+00,8.03105678337438e-05,1.01214347839465e-05,4.77813982833169e-06,4.76999682450114e-06,-9.07669620446584e+01,1.07214134260715e+06,1.81069877456152e+07,1.75428441757692e+00,3.93142067676605e-02,1.38341898401383e+00,1.24364219309905e+00
572,nom,572,,1.27809784546333e+00,7.76433572232663e-05,9.67916285304391e-06,4.54313658523360e-06,4.53509719598612e-06,-9.13172416872675e+01,1.11608738016062e+06,1.92411637873232e+07,1.75502086312859e+00,3.91450286999064e-02,1.39119059685843e+00,1.25284195856369e+00
573,nom,573,,1.27739997325660e+00,8.62481814364721e-05,1.06698957628436e-05,5.13645431139710e-06,5.12714630985427e-06,-8.71561689699397e+01,9.58146884385057e+05,1.69451637050201e+07,1.75377874288213e+00,3.92906329022961e-02,1.39264774709348e+00,1.25144458912078e+00
574,nom,574,,1.27082719971494e+00,8.24778535811030e-05,1.03952323435778e-05,4.90667187981766e-06,4.89815367912348e-06,-9.09689864238742e+01,1.04589510802438e+06,1.77959187587781e+07,1.75413811418266e+00,3.92355001817654e-02,1.38487236845279e+00,1.24523131790895e+00
575,nom,575,,1.23402066898751e+00,7.27770771762604e-05,9.79221116554927e-06,4.47955952505053e-06,4.47173172942661e-06,-9.09577021243404e+01,1.18027012275362e+06,1.86520172323784e+07,1.75408665133018e+00,4.00529758382372e-02,1.34898542540998e+00,1.20799369494565e+00
576,nom,576,,1.25423821975838e+00,7.32523877396320e-05,9.64997048187148e-06,4.36922185819352e-06,4.36122186180765e-06,-9.44017707336803e+01,1.21830218259033e+06,1.99155859829142e+07,1.75499255510024e+00,3.94023207790491e-02,1.36663866346231e+00,1.22898215799852e+00
577,nom,577,,1.26299777991607e+00,8.18010185086682e-05,1.04791928241246e-05,4.92531752006016e-06,4.91608090046419e-06,-8.85202699790646e+01,1.02343455998066e+06,1.76095444468273e+07,1.75394286150395e+00,3.95436945592793e-02,1.37774496263238e+00,1.23699177079936e+00
578,nom,578,,1.29975371238098e+00,8.57374214340163e-05,1.01519035630850e-05,4.96007435359016e-06,4.95002590884231e-06,-8.39529909822707e+01,9.28933594448211e+05,1.77467989559982e+07,1.75458092219648e+00,3.89259976781037e-02,1.41476583971008e+00,1.27413868589431e+00
579,nom,579,,1.26398714344136e+00,7.83491790088858e-05,1.00396601807474e-05,4.67421145570765e-06,4.66577103013468e-06,-9.10250522280958e+01,1.09993532230312e+06,1.85776550927173e+07,1.75446442676444e+00,3.94019785632745e-02,1.37773750867302e+00,1.23839132975167e+00
580,nom,580,,1.27855807375479e+00,7.97099542909604e-05,9.95370972110060e-06,4.67667545348229e-06,4.66802252812411e-06,-9.03263991442258e+01,1.07417490455484e+06,1.88122463107568e+07,1.75481380740095e+00,3.91525535262744e-02,1.39183614892941e+00,1.25315948661081e+00
581,nom,581,,1.28710609472439e+00,9.08439553599366e-05,1.09210722333739e-05,5.39170868455208e-06,5.38170843795684e-06,-8.36460180643406e+01,8.73741123963295e+05,1.60576520123306e+07,1.75340666443771e+00,3.91930931867392e-02,1.40367679202162e+00,1.26093909410061e+00
582,nom,582,,1.28298396656931e+00,8.38884892370775e-05,1.02333887191242e-05,4.94276323126727e-06,4.93399332849743e-06,-8.74003499858592e+01,9.89193487406258e+05,1.75407319963555e+07,1.75419141812147e+00,3.91654232129832e-02,1.39797645569163e+00,1.25729133722849e+00
583,nom,583,,1.28582499673396e+00,7.50815905172699e-05,9.31565336398295e-06,4.32100873606188e-06,4.31266624718904e-06,-9.16318324055417e+01,1.15691231262183e+06,2.05420773902267e+07,1.75578018972744e+00,3.89362540514296e-02,1.39766765794543e+00,1.26091403744651e+00
